Coder,Asset_Name,Brand,Lead_Country,Year_Produced,Year_Aired,Segment,Agency,Character_Name,Character_Description,Q1_Prominence,Q2_Age,Q2a_Age_SpecifyOther,Q3_Sex,Q4_Gender,Q5_LGBTQ,Q6_Animated,Q6a_Animated_OtherSpecify,Q7_Race_Ethnicity,Q7a_RE_OtherSpecify,Q8_Physical_Disability,Q9_Cognitive_Disability,Q10_Communication_Disability,Q11a_Shopping,Q11b_Driving,Q11c_Cleaning,Q11d_Cooking,Q11e_Working,Q11f_Socializing,Q11g_Nothing,Q11h_Eating/Drinking,Q11i_Exercising,Q11j_Activity Other,Q11j_Activity_Other_Specify,Q12a_Kitchen,Q12b_Office,Q12c_Car,Q12d_Store,Q12e_Outdoors,Q12f_Living Room,Q12g_Restaurant_Bar,Q12h_Gym,Q12i_Bedroom,Q12j_Bathroom,Q12k_Sporting_Event,Q12l_Classroom,Q12m_Location_Other,Q12m_Location_Other_Specify,Q13_Revealing_Clothing,Q14_Nudity,Q14a_Nudity_Other_Specify,Q15_Visually_Objectified,Q16_Verbally_Objectified,Q17_Intelligence,Q18_Humor,Q19_Occupation,Q20_Leader,Q21_Authority,Q22_Body Type,Q22a_Body_Type_Other_Specify,Q23a_Disordered_Eating,Q23b_Selfy_injury,Q23c_NegativeTalk,Q23d_Body_Modification,Q24a_Visual_Shame,Q24b_Verbal_shame,Q24c_Sizeist_Slurs,Q24d_Punchline,Q24e_Denied_Personal_Opportunity,Q24f_Denied_Professional_Opportunity,Q24g_Other_Prejudice,Q24g_Prejudice_Other_Specify,Q25a_Lazy,Q25b_Physically_Slow,Q25c_Stupid,Q25d_Loser,Q25e_Inactive,Q25f_Poorly_Dressed,Q25g_Funny,Q25h_Jolly,Q25i_Clumsy,Q25j_Alone,Q26a_Comic_Relief,Q26b_Sidekick,Q26c_Mamma_Hen,Q26d_Nympho,Q27_Fat_to_Fit,Q28_Inspo_Porn,,Q27. NOTES,,Notes on Dwelling,,,,,,,,,,,,,,,
Pamela,Snickers Exam - Family,Snickers,India,2020,2020,Confectionary,BBDO,Teenage Boy,"Wearing white dress shirt, green pants",2,3,,2,10,0,0,,7,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Pamela,Snickers Exam - Family,Snickers,India,2020,2020,Confectionary,BBDO,Mother,Wearing green dress and red wrap,2,6,,1,10,0,0,,7,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,2,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,Fantasy Night NFL Endcard (:15),Snickers,United States,2019,2020,Confectionary,BBDO,horse man,wearing horse bottom,1,4,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,1,,0,0,0,1,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CEspinoza,Greeting,Snickers,N/A,2018,2019,Confectionary,Third Ear - Hipanic Versions,Sam,Daughter's boyfriend,2,3,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,2,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CEspinoza,Hunger Bars - Social Video V2,Snickers,Philippines,2020,2020,Confectionary,BBDO,Woman staring at camera,Woman staring at camera,2,4,,1,10,0,0,,5,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,2,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CAckel,Open - Peanut/Almond,Snickers,United States,2020,2021,Confectionary,BBDO,Gal,dark wavy hair,2,4,,1,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,watching TV,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,2,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CEspinoza,THANKSGIVINNG,Snickers,United States,2020,2020,Confectionary,The Hive,Man with hand on face,Man with hand on face,2,4,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,2,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CEspinoza,Snickers Exam - Brother and Sister,Snickers,India,2020,2020,Confectionary,BBDO,Man giving Snickers,Man giving Snickers,2,4,,2,10,0,0,,7,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,2,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Romeo,Mordida,Snickers,N/A,2018,2019,Confectionary,Third Ear - Hipanic Versions,Grandma,older woman in red,1,8,,1,10,0,0,,2,,0,0,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,,0,0,0,2,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,Fantasy Night NFL Endcard (:15),Snickers,United States,2019,2020,Confectionary,BBDO,Black host,bearded,2,4,,2,10,0,0,,3,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,3,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Emma,GYM GRUNNTERS,Snickers,United States,2020,2020,Confectionary,The Hive,Man ,Working out,2,5,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,3,0,0,2,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CEspinoza,Sweater,Snickers,N/A,2018,2019,Confectionary,Third Ear - Hipanic Versions,Ice Skater,Ice Skater,2,3,,1,10,0,0,,2,,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,1,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CEspinoza,Greeting,Snickers,N/A,2018,2019,Confectionary,Third Ear - Hipanic Versions,Daughter,Daughter,1,3,,1,10,0,0,,2,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Romeo,Mordida,Snickers,N/A,2018,2019,Confectionary,Third Ear - Hipanic Versions,Grandson,younger kid sitting to right,2,3,,2,10,0,0,,2,,0,0,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,Fantasy Night NFL Endcard (:15),Snickers,United States,2019,2020,Confectionary,BBDO,White host,plaid,1,4,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Romeo,Gym,Snickers,N/A,2018,2019,Confectionary,Third Ear - Hipanic Versions,Gym Man #1,working out in gym,2,4,,2,10,0,0,,2,,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Milena,The Adarsh Beta During Exams,Snickers,India,2020,2020,Confectionary,BBDO,man with glasses,,1,4,,2,10,0,0,,7,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CAckel,Open - Peanut/Almond,Snickers,United States,2020,2021,Confectionary,BBDO,Guy,arm around gal,2,5,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,watching TV,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Romeo,Mordida,Snickers,N/A,2018,2019,Confectionary,Third Ear - Hipanic Versions,Son,man sitting to left,1,5,,2,10,0,0,,2,,0,0,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CAckel,Upset - Peanut/Almond,Snickers,United States,2020,2021,Confectionary,BBDO,Lady,sitting on couch,2,5,,1,10,0,0,,3,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CAckel,Upset - Peanut/Almond,Snickers,United States,2020,2021,Confectionary,BBDO,Man,walking in,2,5,,2,10,0,0,,3,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CEspinoza,Greeting,Snickers,N/A,2018,2019,Confectionary,Third Ear - Hipanic Versions, Mother, Mother,1,6,,1,10,0,0,,2,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,1,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CEspinoza,Greeting,Snickers,N/A,2018,2019,Confectionary,Third Ear - Hipanic Versions,Father,Father,2,6,,2,10,0,0,,2,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,1,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
CAckel,Open - Peanut/Almond,Snickers,United States,2020,2021,Confectionary,BBDO,Dad,greying hair & beard,2,8,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,watching TV,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,1,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Romeo,Snickers - New Year,Snickers,Russia,2020,2020,Confectionary,BBDO,Customer #1,woman with black hair in long red coat,2,5,,1,10,0,0,,1,,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Snickers - New Year,Snickers,Russia,2020,2020,Confectionary,BBDO,Customer #2,blonde teen in jean jacket and grey hoodie,2,4,,2,10,0,0,,1,,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Snickers - New Year,Snickers,Russia,2020,2020,Confectionary,BBDO,Customer #3,black hair teen in red sweater and plaid overcoat,2,4,,2,10,0,0,,1,,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Snickers - New Year,Snickers,Russia,2020,2020,Confectionary,BBDO,Main Man,man in yellow hoodie and green jacket recording,1,4,,2,10,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,3,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Snickers - New Year,Snickers,Russia,2020,2020,Confectionary,BBDO,Customer #4,woman with heavy eye makeup holding onto husband behind main man,2,7,,1,10,0,0,,1,,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Snickers - New Year,Snickers,Russia,2020,2020,Confectionary,BBDO,Customer #5,"husband with slicked back hair, glasses, and brown coat and sweater",2,7,,2,10,0,0,,1,,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Snickers - New Year,Snickers,Russia,2020,2020,Confectionary,BBDO,Customer #6,Man in blue puffer jacket and green sweater in line ,2,4,,2,10,0,0,,1,,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Snickers - New Year,Snickers,Russia,2020,2020,Confectionary,BBDO,Customer #7,scruffy man in navy wool coat with woman in red jacket,2,5,,2,10,0,0,,1,,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Snickers - New Year,Snickers,Russia,2020,2020,Confectionary,BBDO,Customer #8,older woman next to customer #6 in puffer jacket,2,8,,1,10,0,0,,1,,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Glitchers,Snickers,Malaysia,2020,2020,Confectionary,BBDO,Glitch Man,man glitching on screen,2,4,,2,10,0,0,,5,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,2,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Topper During Exams,Snickers,India,2020,2020,Confectionary,BBDO,Hungry Student #1,hungry student needing snickers,1,4,,2,10,0,0,,7,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,10,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Borderline Case During Exams,Snickers,India,2020,2020,Confectionary,BBDO,Student #1,kid with white top on and striped tie,1,3,,2,10,0,0,,7,,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,1,0,0,0,0,1,0,1,0,,0,0,,0,0,0,3,10,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Borderline Case During Exams,Snickers,India,2020,2020,Confectionary,BBDO,Student #2,green sweater,1,3,,2,10,0,0,,7,,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,10,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Snickers Exam,Snickers,India,2020,2020,Confectionary,BBDO,Student #1,curly hair doing yoga/The Borderline case,1,3,,2,10,0,0,,7,,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,10,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Snickers Exam,Snickers,India,2020,2020,Confectionary,BBDO,Student #2,The Topper student talking with girls,1,3,,2,10,0,0,,7,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,10,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Snickers Exam,Snickers,India,2020,2020,Confectionary,BBDO,Student #6,green sweater smiling in classroom/The optimist,1,3,,2,10,0,0,,7,,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,2,3,10,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Snickers Exam,Snickers,India,2020,2020,Confectionary,BBDO,Student #8,curly haired man in classroom studying,2,3,,2,10,0,0,,7,,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,9,10,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Snickers Exam,Snickers,India,2020,2020,Confectionary,BBDO,Student #10,kid studying while Chatter talks to him,2,3,,2,10,0,0,,7,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,1,0,,0,0,,0,0,0,0,10,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Snickers Exam,Snickers,India,2020,2020,Confectionary,BBDO,Student #11,The Great Gambler,1,3,,1,10,0,0,,7,,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,9,10,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Snickers Exam,Snickers,India,2020,2020,Confectionary,BBDO,Mom ,running around car to see kid,1,6,,1,10,0,0,,7,,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,3,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Snickers Exam,Snickers,India,2020,2020,Confectionary,BBDO,Dad,getting out of car to check on kid,2,6,,2,10,0,0,,7,,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,9,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Romeo,Snickers Exam,Snickers,India,2020,2020,Confectionary,BBDO,Student #13,The Ardash Beta,1,3,,2,10,0,0,,7,,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,2,10,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,
Sofia,Savage,Snickers,Arabia,2019,2019,Confectionary,BBDO,Group Leader,,2,6,,2,Masculine,0,0,,6,,0,0,0,0,0,0,0,0,0,0,0,0,1,group therapy,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,0,9,1,1,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Hannah,Football Explanation with Mauricio Meirelles V1 (:30),Snickers,Brazil,2019,2019,Confectionary,BBDO,Mauricio Meirelles,Man speaking,1,5,,2,Masculine,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,2,3,0,0,2,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Hannah,Football Explanation with Mauricio Meirelles V2 (:30),Snickers,Brazil,2019,2019,Confectionary,BBDO,Mauricio Meirelles,Man speaking,1,5,,2,Masculine,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,2,3,0,0,2,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Hannah,Football Explanation with Mauricio Meirelles V3 (:30),Snickers,Brazil,2019,2019,Confectionary,BBDO,Mauricio Meirelles,Man speaking,1,5,,2,Masculine,0,0,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,,0,0,2,3,0,0,2,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Pamela,Game (:20),Snickers,Mexico,2019,2019,Confectionary,BBDO,Guy in orange,,1,4,,2,Masculine,0,0,,2,,0,0,0,0,0,0,0,0,1,0,0,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,3,3,0,1,1,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Pamela,Game (:20),Snickers,Mexico,2019,2019,Confectionary,BBDO,Juan after Snickers,,1,4,,2,Masculine,0,0,,2,,0,0,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,3,3,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Pamela,Gym,Snickers,India,2019,2019,Confectionary,BBDO,Man in tank recording,,1,5,,2,Masculine,0,0,,7,,0,0,0,0,0,0,0,0,1,0,1,0,1,Recording video on phone,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,3,3,0,1,1,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Sofia,Savage,Snickers,Arabia,2019,2019,Confectionary,BBDO,Man with Beanie,,2,4,,2,Masculine,0,0,,3,,0,0,0,0,0,0,0,0,0,0,0,0,1,group therapy,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Sofia,Savage,Snickers,Arabia,2019,2019,Confectionary,BBDO,Man with Mustache,,2,5,,2,Masculine,0,0,,6,,0,0,0,0,0,0,0,0,0,0,0,0,1,group therapy,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Hannah,Snickers Football TVC with Promotion,Snickers,Russia,2019,2018,Confectionary,BBDO,Sports Fan 2,Sports fan,1,5,,2,Masculine,0,0,,1,,0,0,0,0,0,0,0,0,1,0,0,0,1,Cheering for sports,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
Melanie,You can't cheer when you're hungry,Snickers,Egypt,2019,2019,Confectionary,BBDO,man in hat,green,2,3,,2,Masculine,0,0,,6,,0,0,0,0,0,0,0,0,0,0,0,0,1,celebrating,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,
