Coder,Asset_Name,Brand,Lead_Country,Year_Produced,Year_Aired,Segment,Agency,Character_Name,Character_Description,Prominence,Animated,Animated Specify,Gender,Trans,Race,Race Other/Specify,API,Skin tone,Sexual Orientation,Queer,Age,Disabled,Disability Specify,Body Type,Shopping,Driving,Cleaning,Cooking,Working,Socializing,Nothing,EatingDrinking,Exercising,Other Activity,Activity Other Specify,Kitchen,Office,Car,Store,Outdoors,Living Room,Restaurant/Bar,Gym,Bedroom,Bathroom,Sporting Event,Classroom,Setting Other,Other Setting Specify,Revealing Clothing,Nudity,Visually Objectified,Verbally Objectified,Intelligent,Funny,Occupation,Leader,Authority,Q27a_Disordered_Eating,Q27b_Selfy_injury,Q27c_NegativeTalk,Q27d_Body_Modification,Q28a_Visual_Shame,Q28b_Verbal_Shame,Q28c_Sizeist_Slurs,Q28d_Punchline,Q28e_Denied_Personal_Opportunity,Q28f_Denied_Professional_Opportunity,Q28g_Other_Prejudice,Q28g_Prejudice_Other_Specify,Q29a_Lazy,Q29b_Physically_Slow,Q29c_Stupid,Q29d_Loser,Q29e_Inactive,Q29f_Poorly_Dressed,Q29g_Funny,Q29h_Jolly,Q29i_Clumsy,Q29j_Alone,Q30a_Comic_Relief,Q30b_Sidekick,Q30c_Mamma_Hen,Q30d_Nympho,Q31_Fat_to_Fit,Q32_Inspo_Porn,Q31_NOTES,Notes on Dwelling
Soraya,Drone,M&M's,Arabia,2019,2019,Confectionary,,red m&m, ,1,5,candy,1,0,999, ,999,999,1,0,4,0,,999,0,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,3,2,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Surprise,M&M's,Arabia,2019,2019,Confectionary,,red m&m, ,1,5,candy,1,0,999, ,999,999,1,0,4,0,,999,0,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,3,2,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Sofia,Out of Order (:15),Twix,USA,2019,2019,Confectionary,,Bill, ,1,0, ,1,0,2, ,999,999,1,0,7,0,,3,0,0,0,0,1,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,3,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Sofia,Out of Order (:15),Twix,USA,2019,2019,Confectionary,,Bill, ,1,0, ,1,0,2, ,999,999,1,0,7,0,,3,0,0,0,0,1,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,3,1,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Sofia,Dip Tutorial (:06),Twix,Arabia,2019,2019,Confectionary,,Demonstrator, ,1,0, ,1,0,6, ,999,999,1,0,4,0,,3,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Sofia,Dunk Tutorial (:06),Twix,Arabia,2019,2019,Confectionary,,Demonstrator, ,1,0, ,1,0,6, ,999,999,1,0,4,0,,3,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Lilly Parr #SupportHer,Mars,UK,2019,2019,Confectionary,,man on TV, ,1,0, ,1,0,1, ,999,999,1,0,6,0,,3,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,studio,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Higgins,Skittles,UK,2019,2019,Confectionary,,butler, ,1,0, ,1,0,1, ,999,999,1,0,5,0,,3,0,0,0,0,1,0,0,0,0,0, ,1,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Therapist V1,Skittles,USA,2019,2019,Confectionary,,michael, ,1,0, ,1,0,1, ,999,999,1,0,5,0,,3,0,0,0,0,0,0,0,0,0,1,in therapy,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,9,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Therapist V1,Skittles,USA,2019,2019,Confectionary,,therapist, ,1,0, ,2,0,2, ,999,999,1,0,5,0,,3,0,0,0,0,1,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,2,0,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Sofia,Savage,Snickers,Arabia,2019,2019,Confectionary,,Snickers Guy, ,1,0, ,1,0,6, ,999,999,1,0,3,0,,2,0,0,0,0,0,0,0,1,0,1,group therapy,0,0,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,3,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Sofia,Out of Order (:15),Twix,USA,2019,2019,Confectionary,,Dave, ,1,0, ,1,0,3, ,2,999,1,0,4,0,,2,1,0,0,0,0,0,0,1,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Sofia,Out of Order (:15),Twix,USA,2019,2019,Confectionary,,Dave, ,1,0, ,1,0,3, ,2,999,1,0,4,0,,2,1,0,0,0,0,0,0,1,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Lilly Parr #SupportHer,Mars,UK,2019,2019,Confectionary,,woman soccer player, ,1,0, ,2,0,1, ,999,999,1,0,4,0,,2,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Lilly Parr #SupportHer,Mars,UK,2019,2019,Confectionary,,woman 2, ,1,0, ,2,0,1, ,999,999,1,0,4,0,,2,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Higgins,Skittles,UK,2019,2019,Confectionary,,boy on couch, ,1,0, ,1,0,2, ,999,999,1,0,2,0,,2,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,10,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Shoulder Tap,M&M's,Regional-Toolkit,2019,2019,Confectionary,,red m&m, ,2,5,candy,1,0,999, ,999,999,1,0,4,0,,999,0,0,0,0,0,0,0,0,0,1,stuck in candy bar,0,0,0,0,0,0,0,0,0,0,0,0,1,blank,0,0,0,0,0,2,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Shoulder Tap,M&M's,Regional-Toolkit,2019,2019,Confectionary,,yellow m&m, ,2,5,candy,1,0,999, ,999,999,1,0,4,0,,999,0,0,0,0,0,0,0,0,0,1,stuck in candy bar,0,0,0,0,0,0,0,0,0,0,0,0,1,blank,0,0,0,0,0,2,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Tickle,M&M's,Regional-Toolkit,2019,2019,Confectionary,,red m&m, ,2,5,candy,1,0,999, ,999,999,1,0,4,0,,999,0,0,0,0,0,0,0,0,0,1,stuck in candy bar,0,0,0,0,0,0,0,0,0,0,0,0,1,blank,0,0,0,0,0,2,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Tickle,M&M's,Regional-Toolkit,2019,2019,Confectionary,,yellow m&m, ,2,5,candy,1,0,999, ,999,999,1,0,4,0,,999,0,0,0,0,0,0,0,0,0,1,stuck in candy bar,0,0,0,0,0,0,0,0,0,0,0,0,1,blank,0,0,0,0,0,2,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Drone,M&M's,Arabia,2019,2019,Confectionary,,yellow m&m, ,2,5,candy,1,0,999, ,999,999,1,0,4,0,,999,0,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,3,2,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Surprise,M&M's,Arabia,2019,2019,Confectionary,,yellow m&m, ,2,5,candy,1,0,999, ,999,999,1,0,4,0,,999,0,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,3,2,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Higgins,Skittles,UK,2019,2019,Confectionary,,yogurt boy, ,2,1,boy made of yogurt,1,0,999, ,999,999,1,0,999,0,,999,0,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,9,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Sofia,Savage,Snickers,Arabia,2019,2019,Confectionary,,Man with Beanie, ,2,0, ,1,0,2, ,999,999,1,0,3,0,,3,0,0,0,0,0,0,0,0,0,1,group therapy,0,0,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Sofia,Savage,Snickers,Arabia,2019,2019,Confectionary,,Man with Mustache, ,2,0, ,1,0,6, ,999,999,1,0,4,0,,3,0,0,0,0,0,0,0,0,0,1,group therapy,0,0,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Sofia,Savage,Snickers,Arabia,2019,2019,Confectionary,,Group Leader, ,2,0, ,1,0,6, ,999,999,1,0,5,0,,3,0,0,0,0,0,0,0,0,0,1,group therapy,0,0,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,9,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Song Teaser,Skittles,USA,2019,2019,Confectionary,,man at mike, ,2,0, ,1,0,1, ,999,999,1,0,5,0,,3,0,0,0,0,0,0,0,0,0,1,singing,0,0,0,0,0,0,0,0,0,0,0,0,1,recording studio,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Song Teaser,Skittles,USA,2019,2019,Confectionary,,man on couch, ,2,0, ,1,0,1, ,999,999,1,0,6,0,,3,0,0,0,0,0,0,0,0,0,1,singing,0,0,0,0,0,0,0,0,0,0,0,0,1,recording studio,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Song Teaser,Skittles,USA,2019,2019,Confectionary,,woman laughing, ,2,0, ,2,0,1, ,999,999,1,0,4,0,,3,0,0,0,0,0,0,0,0,0,1,singing,0,0,0,0,0,0,0,0,0,0,0,0,1,recording studio,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Song Teaser,Skittles,USA,2019,2019,Confectionary,,asian man, ,2,0, ,1,0,3, ,888,999,1,0,5,0,,3,0,0,0,0,0,0,0,0,0,1,singing,0,0,0,0,0,0,0,0,0,0,0,0,1,recording studio,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Song Teaser,Skittles,USA,2019,2019,Confectionary,,black woman, ,2,0, ,2,0,2, ,999,999,1,0,5,0,,3,0,0,0,0,0,0,0,0,0,1,singing,0,0,0,0,0,0,0,0,0,0,0,0,1,recording studio,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Song Teaser,Skittles,USA,2019,2019,Confectionary,,red hair woman, ,2,0, ,2,0,1, ,999,999,1,0,5,0,,3,0,0,0,0,0,0,0,0,0,1,singing,0,0,0,0,0,0,0,0,0,0,0,0,1,recording studio,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Sofia,Savage,Snickers,Arabia,2019,2019,Confectionary,,Woman in Denim Jacket, ,2,0, ,2,0,2, ,999,999,1,0,5,0,,2,0,0,0,0,0,0,0,0,0,1,group therapy,0,0,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Sofia,Out of Order (:30),Twix,USA,2019,2019,Confectionary,,Coworker, ,2,0, ,2,0,1, ,999,999,1,0,4,0,,2,1,0,0,0,0,0,0,1,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Spiderman Far From Home,M&M's,Global Toolkit,2019,2019,Confectionary,,spiderman, ,2,1, ,1,0,888, ,999,999,1,0,999,0,,2,0,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,blank,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Fan,Maltesers,Australia,2019,2019,Confectionary,,woman short hair, ,2,0, ,2,0,1, ,999,999,1,0,6,0,,2,0,0,0,0,1,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Fan,Maltesers,Australia,2019,2019,Confectionary,,woman ponytail, ,2,0, ,2,0,1, ,999,999,1,0,4,0,,2,0,0,0,0,1,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Soraya,Fan,Maltesers,Australia,2019,2019,Confectionary,,woman long hair, ,2,0, ,2,0,1, ,999,999,1,0,5,0,,2,0,0,0,0,1,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Witch,Skittles,USA,2019,2019,Confectionary,,2nd witch,cane,1,0, ,2,0,1, ,999,999,1,0,6,0,,4,0,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,barn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Melanie,Witch,Skittles,USA,2019,2019,Confectionary,,man in pot,fringe,1,0, ,1,0,1, ,999,999,1,0,4,0,,3,0,0,0,0,0,0,0,1,0,1,sitting in a kettle,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,"Gaming Digital Video (Dota, Fortnite)",Snickers,Russia,2019,2019,Confectionary,,snickers guy,snickers,1,0, ,1,0,1, ,999,999,1,0,3,0,,3,0,0,0,0,0,0,0,0,0,1,Giving a snickers,0,0,0,0,1,0,0,0,0,0,0,0,1,in a videogame,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Witch,Skittles,USA,2019,2019,Confectionary,,witch,hat,1,0, ,2,0,1, ,999,999,1,0,7,0,,2,0,0,0,0,0,0,0,0,0,1,sitting on a chair,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Witch,Skittles,USA,2019,2019,Confectionary,,2nd man,shorter hair,1,0, ,1,0,1, ,999,999,1,0,3,0,,2,0,0,0,0,0,1,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,barn,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,"Gaming Digital Video (Dota, Fortnite)",Snickers,Russia,2019,2019,Confectionary,,main character,elf,1,0, ,1,0,1, ,999,999,1,0,3,0,,2,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,1,In a videogame,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,"Gaming Digital Video (Dota, Fortnite)",Snickers,Russia,2019,2019,Confectionary,,character 2,nose,2,0, ,1,0,1, ,999,999,1,0,5,0,,5,0,0,0,0,0,0,0,0,0,1,Standing around,0,0,0,0,1,0,0,0,0,0,0,0,1,in a videogame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Melanie,Study,Airwaves,Germany,2019,2019,Confectionary,,Student,pale,2,0, ,1,0,1, ,999,999,1,0,2,0,,3,0,0,0,0,0,0,0,0,0,1,studying,0,0,0,0,0,0,0,0,0,0,0,0,1,library,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,You can't cheer when you're hungry,Snickers,Egypt,2019,2019,Confectionary,,man in hat,green,2,0, ,1,0,6, ,999,999,1,0,2,0,,3,0,0,0,0,0,0,0,0,0,1,celebrating,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,You can't cheer when you're hungry,Snickers,Egypt,2019,2019,Confectionary,,old man dancing,weird,2,0, ,1,0,6, ,999,999,1,0,6,0,,3,0,0,0,0,0,0,0,0,0,1,celebrating,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,You can't cheer when you're hungry,Snickers,Egypt,2019,2019,Confectionary,,other player,curly hair,2,0, ,1,0,6, ,999,999,1,0,2,0,,2,0,0,0,0,0,0,0,0,0,1,celebrating,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,You can't cheer when you're hungry,Snickers,Egypt,2019,2019,Confectionary,,soccer player,skinny,2,0, ,1,0,6, ,999,999,1,0,2,0,,1,0,0,0,0,0,0,0,0,0,1,playing soccer,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Trailer,M&M's,USA,2013,2019,Confectionary,,M&M 1,Yellow,1,5,Animated candy,1,0,999, ,999,999,1,0,999,0,,999,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,1,3,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Trailer,M&M's,USA,2013,2019,Confectionary,,M&M 2,Red,1,5,Animated candy,1,0,999, ,999,999,1,0,999,0,,999,0,0,0,0,1,0,1,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,1,Jail,0,0,0,0,1,2,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Trailer,M&M's,USA,2013,2019,Confectionary,,M&M 3,Orange,1,5,Animated candy,1,0,999, ,999,999,1,0,999,0,,999,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,Bus,0,0,0,0,0,2,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Trailer,M&M's,USA,2013,2019,Confectionary,,M&M 4,Blue,1,5,Animated candy,1,0,999, ,999,999,1,0,999,0,,999,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,2,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Boat (:06),M&M's,Arabia,2019,2019,Confectionary,,M&M 1,Red,1,5,Animated candy,1,0,999, ,999,999,1,0,999,0,,999,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,Set,0,0,0,0,0,2,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Umbrella (:06),M&M's,Arabia,2019,2019,Confectionary,,M&M 1,Red,1,5,Animated candy,1,0,999, ,999,999,1,0,999,0,,999,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,Set,0,0,0,0,0,2,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Checkout,M&M's,USA,2009,2019,Confectionary,,M&M 1,Red,1,5,Animated candy,1,0,999, ,999,999,1,0,999,0,,999,0,0,0,0,0,0,1,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,2,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Checkout,M&M's,USA,2009,2019,Confectionary,,M&M 2,Yellow,1,5,Animated candy,1,0,999, ,999,999,1,0,999,0,,999,0,0,0,0,0,0,1,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,1,3,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Group Talk,M&M's,USA,2017,2019,Confectionary,,M&M 3,Red,1,5,Animated candy,1,0,999, ,999,999,1,0,999,0,,999,0,0,0,0,1,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Group Talk,M&M's,USA,2017,2019,Confectionary,,M&M 5,Blue,1,5,Animated candy,1,0,999, ,999,999,1,0,999,0,,999,0,0,0,0,1,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,3,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Group Talk,M&M's,USA,2017,2019,Confectionary,,Caramel,Tan square,1,5,Animated candy,1,0,999, ,999,999,1,0,999,0,,999,0,0,0,0,0,0,1,0,0,1,Interviewing,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,3,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Eating in Bed,M&M's,USA,2015,2019,Confectionary,,M&M 1,Red,1,5,Animated candy,1,0,999, ,999,999,1,0,999,0,,999,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,3,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Eating in Bed,M&M's,USA,2015,2019,Confectionary,,M&M 2,Yellow,1,5,Animated candy,1,0,999, ,999,999,1,0,999,0,,999,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,1,0,0,0,0, ,0,0,0,0,1,3,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,M&M'S Crispy Launch 2019 (:30),M&M's,China,2019,2019,Confectionary,,M&M,Orange,1,5,Animated M&M Candy,1,0,3,"Animated M&M, But speaking Chinese so coded as Chinese",888,999,1,0,999,0,,999,0,0,0,0,0,0,0,0,0,1,Singing/Performing,0,0,0,0,0,0,0,0,0,0,0,0,1,Concert Venue,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,M&M'S Thematic 2019 (:15),M&M's,China,2019,2019,Confectionary,,Red M&M,Red,1,5,Animated M&M Candy,1,0,3, ,888,999,1,0,999,0,,999,0,0,0,0,0,1,0,0,0,1,Watching videos,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,M&M'S Thematic 2019 (:15),M&M's,China,2019,2019,Confectionary,,Yellow M&M,Yellow,1,5,Animated M&M Candy,1,0,3, ,888,999,1,0,999,0,,999,0,0,0,0,0,1,0,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,La Casa de Papel - Plan A (:46),M&M's,Brazil,2019,2019,Confectionary,,Red,m&m,1,5,Animated M&M Candy,1,0,4,"Animated M&M, but speaking Portugese so coded Latino",999,999,1,0,999,0,,999,0,0,0,0,0,1,0,0,0,1,plotting,0,0,0,0,0,0,0,0,0,0,0,0,1,Old building interior,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,La Casa de Papel - Plan A (:46),M&M's,Brazil,2019,2019,Confectionary,,Yellow,m&m,1,5,Animated M&M Candy,1,0,4,"Animated M&M, but speaking Portugese so coded Latino",999,999,1,0,999,0,,999,0,0,0,0,0,1,0,0,0,1,plotting,0,0,0,0,0,0,0,0,0,0,0,0,1,old building interior,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,La Casa de Papel - Plan L (:40),M&M's,Brazil,2019,2019,Confectionary,,Red,m&m,1,5,Animated M&M Candy,1,0,4,"Animated M&M, but speaking Portugese so coded Latino",999,999,1,0,999,0,,999,0,0,0,0,0,1,0,0,0,1,plotting,0,0,0,0,0,0,0,0,0,0,0,0,1,"warehouse, on billboards",0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,La Casa de Papel - Plan L (:40),M&M's,Brazil,2019,2019,Confectionary,,Yellow,m&m,1,5,Animated M&M Candy,1,0,4,"Animated M&M, but speaking Portugese so coded Latino",999,999,1,0,999,0,,999,0,0,0,0,0,1,0,0,0,1,plotting,0,0,0,0,0,0,0,0,0,0,0,0,1,"warehouse, on billboards",0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,La Casa de Papel - Plan Z (:40),M&M's,Brazil,2019,2019,Confectionary,,Red,m&m,1,5,Animated M&M Candy,1,0,4,"Animated M&M, but speaking Portugese so coded Latino",999,999,1,0,999,0,,999,0,0,0,0,0,1,0,0,0,1,"plotting, wearing a mask",0,0,0,0,0,0,0,0,0,0,0,0,1,church,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,La Casa de Papel - Plan Z (:40),M&M's,Brazil,2019,2019,Confectionary,,Yellow,m&m,1,5,Animated M&M Candy,1,0,4,"Animated M&M, but speaking Portugese so coded Latino",999,999,1,0,999,0,,999,0,0,0,0,0,1,0,0,0,1,"plotting, wearing a mask",0,0,0,0,0,0,0,0,0,0,0,0,1,church,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Bad Passenger (:15),M&M's,USA,2019,2019,Confectionary,,Red M&M,m&m,1,5,Animated M&M Candy,1,0,1,"Animated, but with a White-coded voice",999,999,1,0,999,0,,999,0,0,0,0,0,0,0,0,0,1,riding in backseat,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
