Coder,Asset_Name,Brand,Lead_Country,Year_Produced,Year_Aired,Segment,Agency,Character_Name,Character_Description,Prominence,Animated,Animated Specify,Gender,Trans,Race,Race Other/Specify,API,Skin tone,Sexual Orientation,Queer,Age,Disabled,Disability Specify,Body Type,Shopping,Driving,Cleaning,Cooking,Working,Socializing,Nothing,EatingDrinking,Exercising,Other Activity,Activity Other Specify,Kitchen,Office,Car,Store,Outdoors,Living Room,Restaurant/Bar,Gym,Bedroom,Bathroom,Sporting Event,Classroom,Setting Other,Other Setting Specify,Revealing Clothing,Nudity,Visually Objectified,Verbally Objectified,Intelligent,Funny,Occupation,Leader,Authority,Q27a_Disordered_Eating,Q27b_Selfy_injury,Q27c_NegativeTalk,Q27d_Body_Modification,Q28a_Visual_Shame,Q28b_Verbal_Shame,Q28c_Sizeist_Slurs,Q28d_Punchline,Q28e_Denied_Personal_Opportunity,Q28f_Denied_Professional_Opportunity,Q28g_Other_Prejudice,Q28g_Prejudice_Other_Specify,Q29a_Lazy,Q29b_Physically_Slow,Q29c_Stupid,Q29d_Loser,Q29e_Inactive,Q29f_Poorly_Dressed,Q29g_Funny,Q29h_Jolly,Q29i_Clumsy,Q29j_Alone,Q30a_Comic_Relief,Q30b_Sidekick,Q30c_Mamma_Hen,Q30d_Nympho,Q31_Fat_to_Fit,Q32_Inspo_Porn,Q31_NOTES,Notes on Dwelling
Pamela,Meatball Parm,Pedigree,United States,2020,2020,Petcare,BBDO,Woman wearing green,"Green jacket, striped shirt, blue jeans",1,0,,2,0,1,,999,999,1,0,4,0,,3,0,0,0,0,0,1,0,0,0,1,Petting dog,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,1,1,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CEspinoza,Dentastix Studios,Pedigree,New Zealand,2020,2020,Petcare,BBDO,Woman posing,Woman posing,2,0,,2,0,3,,2,999,1,0,3,0,,3,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Melanie,COVID 19 Social Feed 2,Pedigree,United States,2020,2020,Petcare,BBDO,woman,blond,2,0,,2,0,1,,999,999,1,0,3,0,,3,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Wet Race,Pedigree,Russia,2020,2020,Petcare,BBDO,Dog owner 2,Pink t-shirt,2,0,,2,0,1,,999,999,1,0,4,0,,3,0,0,0,0,0,0,0,0,0,1,Grooming/racing dogs,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Emma,The Unintimidator,Pedigree,United States,2020,2020,Petcare,BBDO,Owner,,1,0,,1,0,1,,999,999,1,0,4,0,,3,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree Covid Response,Pedigree,Mexico; Chile ; Argentina; Colombia ; Puerto Rico ; Panama,2020,2020,Petcare,BBDO,Husband #1,in bed with black beard,2,0,,1,0,4,,999,999,1,0,4,0,,3,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree Covid Response,Pedigree,Mexico; Chile ; Argentina; Colombia ; Puerto Rico ; Panama,2020,2020,Petcare,BBDO,Hipster #1,hipster in coffee shop with tattoos and beard and dog?,2,0,,1,0,4,,999,999,1,0,4,0,,3,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,The Underestimator,Pedigree,United States,2020,2020,Petcare,BBDO,Dog owner,Blue button-down,2,0,,1,0,4,,999,999,1,0,4,0,,3,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Emma,COVID 19 Social Feed 4,Pedigree,United States,2020,2020,Petcare,BBDO,Owner,,2,0,,2,0,1,,999,999,1,0,7,0,,3,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree Covid Response,Pedigree,Mexico; Chile ; Argentina; Colombia ; Puerto Rico ; Panama,2020,2020,Petcare,BBDO,Older Woman #1,long white hair and dog/blue sweater,2,0,,2,0,2,,999,999,1,0,7,0,,3,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree Covid Response,Pedigree,Mexico; Chile ; Argentina; Colombia ; Puerto Rico ; Panama,2020,2020,Petcare,BBDO,Older Man #1,black glasses and blue sweater,2,0,,1,0,2,,999,999,1,0,7,0,,3,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree Puppy Friend,Pedigree,Latin America,2020,2020,Petcare,BBDO,Little Girl,small girl playing with puppets,2,0,,2,0,1,,999,999,1,0,1,0,,3,0,0,0,0,0,0,0,0,0,1,playing with toys and dog,0,0,0,0,1,1,0,0,1,0,0,0,0,,0,10,0,0,0,0,10,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree - Small Dogs - Taksa,Pedigree,Russia,2020,2020,Petcare,BBDO,Superheroine,lady with gauntlets and armor,1,1,animated woman,2,0,1,,999,999,1,0,4,0,,3,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,9,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree - Small Dogs - Taksa,Pedigree,Russia,2020,2020,Petcare,BBDO,Man,owner guy of dog,2,0,,1,0,1,,999,999,1,0,4,0,,3,0,0,0,0,0,0,1,0,0,1,helping dog onto couch,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Mutts for Trucks - Aldrick,Pedigree,United States,2019,2020,Petcare,BBDO,Trucker,Blue t-shirt,1,0,,1,0,2,,999,999,1,0,4,0,,3,0,1,0,0,1,0,1,0,0,1,"Talking on phone, Parenting",0,0,1,0,1,1,0,0,0,0,0,0,1,"Hotel, Mobile pet adoption site/vehicle",0,0,0,0,0,0,1,0,1,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Mutts for Trucks - Aldrick,Pedigree,United States,2019,2020,Petcare,BBDO,Humane society employee 1,Black t-shirt,2,0,,2,0,1,,999,999,1,0,4,0,,3,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Mobile pet adoption site/vehicle,0,0,0,0,0,0,1,0,2,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Mutts for Trucks - Aldrick,Pedigree,United States,2019,2020,Petcare,BBDO,Humane society employee 3,Green t-shirt,2,0,,1,0,2,,999,999,1,0,4,0,,3,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Mobile pet adoption site/vehicle,0,0,0,0,0,0,1,0,2,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Mutts for Trucks - Aldrick,Pedigree,United States,2019,2020,Petcare,BBDO,Humane society employee 2,Red glasses,2,0,,1,0,1,,999,999,1,0,5,0,,3,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Mobile pet adoption site/vehicle,0,0,0,0,0,0,1,0,2,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Pamela,Mile,Pedigree,United States,2020,2020,Petcare,BBDO,Man on plane,"Curly brown hair, wearing yellow/tan jacket",1,0,,1,0,8,,999,999,1,0,4,0,,3,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Airplane,0,0,0,0,0,0,0,1,1,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Pamela,Mile,Pedigree,United States,2020,2020,Petcare,BBDO,Woman on plane,"Red hair, wearing white collared shirt",1,0,,2,0,1,,999,999,1,0,4,0,,3,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Airplane,0,0,0,0,0,3,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Obstacle Walk,Pedigree,Russia,2020,2020,Petcare,BBDO,Man #1,man in blue jacket and tee and grey pants,2,0,,1,0,1,,999,999,1,0,3,0,,3,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,0,0,0,0,0,0,0,0,1,studio made to look like park/outside,0,0,0,0,0,2,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Obstacle Walk,Pedigree,Russia,2020,2020,Petcare,BBDO,Man #2,other man in grey track suit,2,0,,1,0,1,,999,999,1,0,4,0,,3,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Ball Bite,Pedigree,Russia,2020,2020,Petcare,BBDO,Owner #1,,2,0,,1,0,1,,999,999,1,0,4,0,,3,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Ball Bite,Pedigree,Russia,2020,2020,Petcare,BBDO,Ref,,2,0,,1,0,1,,999,999,1,0,4,0,,3,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,0,0,0,0,0,0,1,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Trailer,Pedigree,Russia,2020,2020,Petcare,BBDO,Man #1,man in blue jacket and tee and grey pants,2,0,,1,0,1,,999,999,1,0,3,0,,3,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,0,0,0,0,0,0,0,0,1,studio made to look like park/outside,0,0,0,0,0,2,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Trailer,Pedigree,Russia,2020,2020,Petcare,BBDO,Man #2,other man in grey Top and green pants,2,0,,1,0,1,,999,999,1,0,4,0,,3,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,0,0,0,0,0,0,0,0,1,studio/on set,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Trailer,Pedigree,Russia,2020,2020,Petcare,BBDO,Ref,man in ref uni,2,0,,1,0,1,,999,999,1,0,4,0,,3,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,studio made to look like park/outside,0,0,0,0,0,0,1,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Milena,Pedigree Puppy Ball,Pedigree,Latin America,2020,2020,Petcare,BBDO,little girl,red shirt,2,0,,2,0,4,,999,999,888,0,1,0,,2,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,10,0,0,0,0,10,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree Covid Response,Pedigree,Mexico; Chile ; Argentina; Colombia ; Puerto Rico ; Panama,2020,2020,Petcare,BBDO,Young Girl #1,with glasses and under blanket with dog,2,0,,2,0,1,,999,999,888,0,2,0,,2,0,0,0,0,0,0,0,0,0,1,playing on phone and with dog,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,10,0,0,0,0,10,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Wet Race,Pedigree,Russia,2020,2020,Petcare,BBDO,Dog owner 3,Yellow sweatshirt,2,0,,1,0,1,,999,999,1,0,3,0,,2,0,0,0,0,0,0,0,0,0,1,Grooming/racing dogs,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,2,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Wet Race,Pedigree,Russia,2020,2020,Petcare,BBDO,Dog owner 1,Blue collared shirt,2,0,,2,0,1,,999,999,1,0,3,0,,2,0,0,0,0,0,0,0,0,0,1,Grooming/racing dogs,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree Covid Response,Pedigree,Mexico; Chile ; Argentina; Colombia ; Puerto Rico ; Panama,2020,2020,Petcare,BBDO,Girl #1,girl in pink top and khakis taking a selfie with tiny white dog,2,0,,2,0,1,,999,999,1,0,3,0,,2,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,COVID 19 Social Feed 3,Pedigree,United States,2020,2020,Petcare,BBDO,Dog owner,Pink t-shirt,2,0,,2,0,1,,999,999,1,0,3,0,,2,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree Covid Response,Pedigree,Mexico; Chile ; Argentina; Colombia ; Puerto Rico ; Panama,2020,2020,Petcare,BBDO,Wife #2,partner in bed with dog and hair down,2,0,,2,0,4,,999,999,2,0,3,0,,2,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree Covid Response,Pedigree,Mexico; Chile ; Argentina; Colombia ; Puerto Rico ; Panama,2020,2020,Petcare,BBDO,Wife #3,partner in bed with dog and hair in pony tail,2,0,,2,0,4,,999,999,2,0,3,0,,2,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Mutts for Trucks - Aldrick,Pedigree,United States,2019,2020,Petcare,BBDO,Trucker's wife,Blue shirt,2,0,,2,0,2,,999,999,1,0,4,0,,2,0,0,0,0,0,0,0,0,0,1,Parenting,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree Covid Response,Pedigree,Mexico; Chile ; Argentina; Colombia ; Puerto Rico ; Panama,2020,2020,Petcare,BBDO,Wife #1,in bed with dog,2,0,,2,0,1,,999,999,1,0,4,0,,2,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree - Small Dogs,Pedigree,Russia,2020,2020,Petcare,BBDO,Russian Woman,blonde woman watching dogs play,1,0,,2,0,1,,999,999,1,0,3,0,,2,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree SelfieSTIX,Pedigree,Russia,2020,2020,Petcare,BBDO,Woman #1,blonde woman in selfie,2,0,,2,0,1,,999,999,1,0,4,0,,2,0,0,0,0,0,0,1,0,0,1,taking photo with pet,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,World Animal Day w/ Alla,Pedigree,Russia,2020,2020,Petcare,BBDO,Alla,blonde woman with black dog,1,0,,2,0,1,,999,999,1,0,4,0,,2,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Jenna,Mutts for Trucks - Aldrick,Pedigree,United States,2019,2020,Petcare,BBDO,Humane society employee 5,Red hair,2,0,,2,0,1,,999,999,1,0,3,0,,2,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Mobile pet adoption site/vehicle,0,0,0,0,0,0,1,0,2,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Melanie,Dogs on Zoom,Pedigree,United States,2020,2020,Petcare,BBDO,Rachel,brown hair,2,0,,2,0,1,,999,999,1,0,2,0,,2,0,0,0,0,0,0,0,0,0,1,choosing a dog on zoom,0,0,0,0,0,0,0,0,0,0,0,0,1,home office,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Obstacle Walk,Pedigree,Russia,2020,2020,Petcare,BBDO,Woman #1,in pink top,2,0,,2,0,1,,999,999,1,0,3,0,,2,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,0,0,0,0,0,0,0,0,1,studio made to look like park/outside,0,0,0,0,0,2,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Trailer,Pedigree,Russia,2020,2020,Petcare,BBDO,Woman #1,in pink top and grey pants,2,0,,2,0,1,,999,999,1,0,3,0,,2,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,0,0,0,0,0,0,0,0,1,studio made to look like park/outside,0,0,0,0,0,2,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Trailer,Pedigree,Russia,2020,2020,Petcare,BBDO,Woman #2,blonde woman with orange top,2,0,,2,0,1,,999,999,1,0,4,0,,2,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,0,0,0,0,0,0,0,0,1,studio made to look like park/outside,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Trailer,Pedigree,Russia,2020,2020,Petcare,BBDO,Woman #3,brunette with blue top,2,0,,2,0,1,,999,999,1,0,3,0,,2,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,0,0,0,0,0,0,0,0,1,studio made to look like park/outside,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Trailer,Pedigree,Russia,2020,2020,Petcare,BBDO,Man #3,afro with yellow top,2,0,,1,0,1,,999,999,1,0,3,0,,2,0,0,0,0,0,0,0,0,0,1,playing with dog,0,0,0,0,0,0,0,0,0,0,0,0,1,studio made to look like park/outside,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Romeo,Pedigree Covid Response,Pedigree,Mexico; Chile ; Argentina; Colombia ; Puerto Rico ; Panama,2020,2020,Petcare,BBDO,Yogi #1,brunette woman in purple doing yoga,2,0,,2,0,1,,999,999,1,0,3,0,,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Active Together - Promo Cat,Perfect Fit,France,2020,2020,Petcare,BBDO,strawberry lady,strawberry eating,2,0,,2,0,1,,999,999,1,0,3,0,,888,0,0,0,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Active Together - Promo Cat,Perfect Fit,France,2020,2020,Petcare,BBDO,workout lady,exercise. all,2,0,,2,0,2,,999,999,1,0,3,0,,2,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Camryn,Active Together - Promo Dog,Perfect Fit,France,2020,2020,Petcare,BBDO,Running Man,,2,0,,1,0,2,,999,999,1,0,3,0,,2,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
Camryn,Active Together - Promo Dog,Perfect Fit,France,2020,2020,Petcare,BBDO,Woman Doing Crunches,,2,0,,2,0,2,,999,999,1,0,4,0,,2,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Active Together - Promo Cat,Perfect Fit,France,2020,2020,Petcare,BBDO,running lady,lg pony tail,2,0,,2,0,1,,999,999,1,0,999,0,,2,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Rolling,SCHMACKOS,Australia,2020,2020,Petcare,DDB,Male Bowler,,2,1,animated human,1,0,4,,999,999,1,0,5,0,,6,0,0,0,0,0,0,0,0,0,1,bowling,0,0,0,0,0,0,0,0,0,0,0,0,1,bowling alley,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10.0,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
CAckel,Rolling,SCHMACKOS,Australia,2020,2020,Petcare,DDB,Dog Lady,flowered dress,1,1,animated human,2,0,1,,999,999,1,0,6,0,,5,0,0,0,0,0,0,0,0,0,1,feeding her dog,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,1,10,10,10,10,0,0,0,0.0,0,0,0,,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,,
CEspinoza,Jumping,SCHMACKOS,Australia,2020,2020,Petcare,DDB,Woman in tracksuit,Woman in tracksuit,1,1,animated human,2,0,1,,999,999,1,0,6,0,,5,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,10,10,10,10,0,0,0,1.0,0,0,0,,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,,
CEspinoza,Disruptive,SCHMACKOS,Australia,2020,2020,Petcare,DDB,Woman in tracksuit,Woman in tracksuit,2,1,animated human,2,0,1,,999,999,1,0,6,0,,5,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,10,10,10,10,0,0,0,0.0,0,0,0,,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,,
CAckel,Rolling,SCHMACKOS,Australia,2020,2020,Petcare,DDB,Beach goer,,2,1,animated human,1,0,1,,999,999,1,0,5,0,,5,0,0,0,0,0,0,0,0,0,1,drawing,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
CEspinoza,Jumping,SCHMACKOS,Australia,2020,2020,Petcare,DDB,Pilot 2,Pilot 2,2,1,animated human,2,0,1,,999,999,1,0,5,0,,4,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,plane,0,0,0,0,0,2,1,0,0,10,10,10,10,0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
CEspinoza,Jumping,SCHMACKOS,Australia,2020,2020,Petcare,DDB,Pilot 1,Pilot 1,2,1,animated human,1,0,1,,999,999,1,0,7,0,,4,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,plane,0,0,0,0,0,2,1,0,0,10,10,10,10,0,0,0,1.0,0,0,0,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,
